id,year,part,main,sub,points,theme,ask,keywords,type,cluster,difficulty,importance,textbook,heading,related,memo,pdf_page,internal_page,source,question_page,problem_pdf_page,answer_pdf_page,problem_path,textbook_path,answer_path,official_exam_url
2019-Q1(2),2019,第Ⅰ部,問題1,(2),5,監督指針の商品開発に係る内部管理態勢,語句記入,普通保険約款／事業方法書／算出方法書／認可／自己責任原則,知識型,法令・商品開発,3,S,hoken1-seiho_04.pdf,第4章 生命保険の商品開発 ＞ 4.4.10 法令等,4.2.3 事前に確認すべき事項／［参考］基礎書類,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：4.2.3 事前に確認すべき事項／［参考］基礎書類,54,4-51,2019G.pdf,p.2,2,7,exams/2019G.pdf#page=2,textbooks/hoken1-seiho_04.pdf#page=54,exams/2019G.pdf#page=7,
2019-Q1(3),2019,第Ⅰ部,問題1,(3),5,団体生命保険の配当率算式,算式記入,ポアソン分布／死差益／死差損／配当率／剰余金費用,計算型,団体生命保険,4,S,hoken1-seiho_06.pdf,第6章 団体生命保険 ＞ 6.7 配当,6.6.3 経験料率,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：6.6.3 経験料率,26,6-22,2019G.pdf,p.3,3,7,exams/2019G.pdf#page=3,textbooks/hoken1-seiho_06.pdf#page=26,exams/2019G.pdf#page=7,
2019-Q1(4),2019,第Ⅰ部,問題1,(4),5,α-β-γ方式の問題点,列挙,付加保険料／αβγ方式／費用主義／高額契約／小口契約,知識型,営業保険料・付加保険料,3,A,hoken1-seiho_01.pdf,第1章 営業保険料 ＞ 1.4.4 予定事業費率,付加保険料方式,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：付加保険料方式,16,1-14,2019G.pdf,p.3,3,7,exams/2019G.pdf#page=3,textbooks/hoken1-seiho_01.pdf#page=16,exams/2019G.pdf#page=7,
2019-Q1(5),2019,第Ⅰ部,問題1,(5),5,アセット・シェア計算の代表契約方式,説明,代表契約方式／選定単位／モデルポイント／アセット・シェア,知識型,アセット・シェア,3,A,hoken1-seiho_03.pdf,第3章 アセット・シェア ＞ 3.2.1 計算の考え方,3.2.3 代表的な契約による計算例,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：3.2.3 代表的な契約による計算例,9,3-5,2019G.pdf,p.3,3,7,exams/2019G.pdf#page=3,textbooks/hoken1-seiho_03.pdf#page=9,exams/2019G.pdf#page=7,
2019-Q1(6),2019,第Ⅰ部,問題1,(6),5,変額年金最低保証リスクのDeltaヘッジ,説明,Deltaヘッジ／最低保証／先物／ガンマ／ベーシスリスク,知識型,変額年金・ヘッジ,3,S,hoken1-seiho_05.pdf,第5章 変額年金保険 ＞ 5.5.1 経済価値のヘッジ,5.5.4 ヘッジとモデリング,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：5.5.4 ヘッジとモデリング,34,5-30,2019G.pdf,p.3,3,8,exams/2019G.pdf#page=3,textbooks/hoken1-seiho_05.pdf#page=34,exams/2019G.pdf#page=8,
2019-Q2(1),2019,第Ⅰ部,問題2,(1),10,MVAの算式・概要・意義・利率設定,説明・算式,MVA／市場価格調整／解約返戻金／解約時利率／タイムラグ,複合型,解約返戻金・MVA,4,S,hoken1-seiho_02.pdf,第2章 解約および解約返戻金 ＞ 2.5.4 市場価格調整（Market Value Adjustment）,2.6.3 MVAの影響,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：2.6.3 MVAの影響,30,2-24,2019G.pdf,p.4,4,9,exams/2019G.pdf#page=4,textbooks/hoken1-seiho_02.pdf#page=30,exams/2019G.pdf#page=9,
2019-Q2(2),2019,第Ⅰ部,問題2,(2),10,共同保険式・修正共同保険式・資産留保型再保険,説明,共同保険式再保険／修正共同保険式／資産留保型／mod-co,複合型,再保険,4,S,hoken1-seiho_08.pdf,第8章 再保険 ＞ 8.3.3 修正共同保険式再保険,8.3.2 共同保険式再保険／資産留保型再保険,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：8.3.2 共同保険式再保険／資産留保型再保険,25,8-21,2019G.pdf,p.4,4,10,exams/2019G.pdf#page=4,textbooks/hoken1-seiho_08.pdf#page=25,exams/2019G.pdf#page=10,
2019-Q3(1),2019,第Ⅱ部,問題3,(1),30,公的介護保険連動の介護終身年金保険開発,所見論述,公的介護保険／予定発生率／社会保険制度連動／終身年金／商品設計,所見型,医療保険・商品開発,5,S,hoken1-seiho_04.pdf,第4章 生命保険の商品開発 ＞ 4.3.1 保険給付等の詳細設計,7.3 医療保険の代表的保障内容／4.4.8 資産運用・ALM,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：7.3 医療保険の代表的保障内容／4.4.8 資産運用・ALM,26,4-23,2019G.pdf,p.5,5,11,exams/2019G.pdf#page=5,textbooks/hoken1-seiho_04.pdf#page=26,exams/2019G.pdf#page=11,
2019-Q3(2),2019,第Ⅱ部,問題3,(2),20,環境変化を踏まえた商品開発対応,所見論述,金利上昇／死亡率低下／余命推定技術／未婚率上昇／商品開発,所見型,商品開発・所見,5,S,hoken1-seiho_04.pdf,第4章 生命保険の商品開発 ＞ 4.2.4 事後モニタリングと改善アクション,4.1.1 不確実性の下での財務健全性・収益性,教科書リンクを小問テーマに近い見出しへ寄せ直し。関連：4.1.1 不確実性の下での財務健全性・収益性,22,4-19,2019G.pdf,p.6,6,16,exams/2019G.pdf#page=6,textbooks/hoken1-seiho_04.pdf#page=22,exams/2019G.pdf#page=16,
2020-Q1(1),2020,第Ⅰ部,問題1,(1),5,監督指針Ⅳ-6 審査手続・数理事項概要書,語句記入,90日／保険料免除／社内規定／標準責任準備金対象契約／保険契約上の責任準備金,知識型,法令・基礎書類,3,A,hoken1-seiho_04.pdf,第4章 生命保険の商品開発 ＞ 4.4.10 法令等 ＞ 参考：商品開発に関連する基礎書類,4.2.3 事前に確認すべき事項／監督指針Ⅳ-6 審査手続,基礎書類・認可届出・算出方法書の表現を原文ベースで確認。,54,4-51,2020G.pdf,p.1-2,1,8,exams/2020G.pdf#page=1,textbooks/hoken1-seiho_04.pdf#page=54,exams/2020G.pdf#page=8,
2020-Q1(2),2020,第Ⅰ部,問題1,(2),5,アセット・シェアの代表契約選定単位,列挙,区分経理の商品区分／保険事故の種類／契約経過年度／基礎書類上の保険種類／販売経路／危険選択手法,知識型,アセット・シェア,2,S,hoken1-seiho_03.pdf,第3章 アセット・シェア ＞ 3.3.3 配当設定・確認への活用 ＞ 保険計理人実務基準23条,3.2.3 代表的契約による計算例／3.1.2 アセット・シェア計算の目的,代表契約の選定単位と追加区分を暗記。,38,3-34,2020G.pdf,p.2,2,8,exams/2020G.pdf#page=2,textbooks/hoken1-seiho_03.pdf#page=38,exams/2020G.pdf#page=8,
2020-Q1(3),2020,第Ⅰ部,問題1,(3),5,団体生命保険の特質,語句記入,グレッグ／団体選択／画一性／経験保険料率／保険料,知識型,団体生命保険,2,S,hoken1-seiho_06.pdf,第6章 団体生命保険 ＞ 6.1 はじめに ＞ 団体生命保険の特質（グレッグ）,6.3 団体生命保険の危険選択／6.6 団体生命保険の数理,グレッグの5項目を順番ごと再現できるように。,5,6-1,2020G.pdf,p.2-3,2,8,exams/2020G.pdf#page=2,textbooks/hoken1-seiho_06.pdf#page=5,exams/2020G.pdf#page=8,
2020-Q1(4),2020,第Ⅰ部,問題1,(4),5,CTEの多期間適用時の問題点,計算・語句記入,CTE／VaR／破綻確率／時間整合性の欠如,計算型,変額年金・リスク評価,4,A,hoken1-seiho_05.pdf,第5章 変額年金保険 ＞ 5.3.1 CTEアプローチ,5.3 変額年金保険数理の基本的な考え方／リスク尺度・時間整合性,CTE計算と多期間適用時の時間整合性の欠如をセットで。,15,5-11,2020G.pdf,p.3,3,8,exams/2020G.pdf#page=3,textbooks/hoken1-seiho_05.pdf#page=15,exams/2020G.pdf#page=8,
2020-Q1(5),2020,第Ⅰ部,問題1,(5),5,生命再保険のエクセスオブロス・カバー,語句記入,非比例式／Cat Cover／集積リスク／自己保有額／填補限度額,知識型,再保険,2,S,hoken1-seiho_08.pdf,第8章 再保険 ＞ 8.3.4 エクセスオブロス・カバー,8.2 再保険の方式／8.3 再保険の種類,Cat Cover・自己保有額・填補限度額の用語を即答。,28,8-24,2020G.pdf,p.3,3,8,exams/2020G.pdf#page=3,textbooks/hoken1-seiho_08.pdf#page=28,exams/2020G.pdf#page=8,
2020-Q1(6),2020,第Ⅰ部,問題1,(6),5,第三分野保険の基礎率変更権,説明,予定発生率／実績発生率／合理性／客観性／契約者保護／行使基準,知識型,第三分野・医療,3,A,hoken1-seiho_07.pdf,第7章 医療保険 ＞ 7.6 基礎率変更権の取扱い ＞ 7.6.2 基礎率変更権行使基準の取扱い,7.7 保険計理人の機能強化／第三分野ストレステスト,行使基準の合理性・客観性・契約者保護を整理。,37,7-33,2020G.pdf,p.4,4,8,exams/2020G.pdf#page=4,textbooks/hoken1-seiho_07.pdf#page=37,exams/2020G.pdf#page=8,
2020-Q2(1),2020,第Ⅰ部,問題2,(1),10,営業保険料と標準責任準備金制度,説明,標準基礎率／営業保険料／責任準備金積立負担／Pとπ／付加保険料体系／予定利率,複合型,営業保険料・基礎率,4,S,hoken1-seiho_01.pdf,第1章 営業保険料 ＞ 1.2.3 その他 ＞ 標準責任準備金制度との関係,1.4 営業保険料の構成要素（計算基礎率）／1.3 営業保険料の計算方法,標準基礎率と営業保険料基礎率の不一致による積立負担を説明。,5,1-3,2020G.pdf,p.5,5,9,exams/2020G.pdf#page=5,textbooks/hoken1-seiho_01.pdf#page=5,exams/2020G.pdf#page=9,
2020-Q2(2),2020,第Ⅰ部,問題2,(2),10,生命保険商品の更新制度,説明,更新型／保険期間短期化／保険料見直し／健康状態不問／価格設定／制御可能性,複合型,商品開発・モニタリング,3,A,hoken1-seiho_04.pdf,第4章 生命保険の商品開発 ＞ 4.3.1 保険給付等の詳細設計,4.4.5 契約管理／4.2.4 事後モニタリングと改善アクション,更新制度は契約管理・商品設計・収益管理の横断テーマ。,26,4-23,2020G.pdf,p.5,5,10,exams/2020G.pdf#page=5,textbooks/hoken1-seiho_04.pdf#page=26,exams/2020G.pdf#page=10,
2020-Q3(1)①,2020,第Ⅱ部,問題3,(1)①,6,危険選択の目的・手法,説明,逆選択／モラルリスク／公平性／大数の法則／医的査定／環境査定,知識型,商品開発・危険選択,2,S,hoken1-seiho_04.pdf,第4章 生命保険の商品開発 ＞ 4.4.4 危険選択（アンダーライティング）,4.3.2 引受範囲、販売範囲／4.3.3 モラルリスクおよび大災害への対応,逆選択・モラルリスク・公平性・大数の法則で骨子化。,42,4-39,2020G.pdf,p.6,6,11,exams/2020G.pdf#page=6,textbooks/hoken1-seiho_04.pdf#page=42,exams/2020G.pdf#page=11,
2020-Q3(1)②,2020,第Ⅱ部,問題3,(1)②,19,インターネットチャネルでの告知書扱い終身保険開発,所見論述,非対面販売／告知書扱い／診査扱い併売／逆選択／チャネル別料率／販売上限／モニタリング,所見型,商品開発・危険選択,5,S,hoken1-seiho_04.pdf,第4章 生命保険の商品開発 ＞ 4.4.3 販売経路（営業、募集） ＞ 4.4.4 危険選択（アンダーライティング）,4.2.3 事前に確認すべき事項／4.2.4 事後モニタリングと改善アクション,ネットチャネル固有の告知・本人確認・モニタリングを答案に入れる。,39,4-36,2020G.pdf,p.6-7,6,11,exams/2020G.pdf#page=6,textbooks/hoken1-seiho_04.pdf#page=39,exams/2020G.pdf#page=11,
2020-Q3(2)①,2020,第Ⅱ部,問題3,(2)①,5,商品毎収益検証の目的・手順,説明,商品毎収益検証／目的／シナリオ／モデル／モデルポイント,知識型,商品毎収益検証,2,S,hoken1-seiho_10.pdf,第10章 商品毎収益検証 ＞ 10.1 商品毎収益検証の必要性 ＞ 10.2 商品毎収益検証の目的,10.3 商品毎収益検証に用いるシナリオの設定／10.9 指標,目的→手順→アウトプットの利用を型で暗記。,8,10-2,2020G.pdf,p.7,7,17,exams/2020G.pdf#page=7,textbooks/hoken1-seiho_10.pdf#page=8,exams/2020G.pdf#page=17,
2020-Q3(2)②,2020,第Ⅱ部,問題3,(2)②,20,低解約返戻金型終身保険の収益検証,所見論述,低解約返戻金／解約率シナリオ／他シナリオ連動／感応度分析／ストレステスト／販売政策,所見型,商品毎収益検証,5,S,hoken1-seiho_10.pdf,第10章 商品毎収益検証 ＞ 10.6 解約率のシナリオの設定,10.9 収益性・健全性の指標の例／10.10 モデルの検証／第2章 2.5.2 低・無解約返戻金型商品,低解約型は第2章と第10章をセットで読む。,33,10-27,2020G.pdf,p.7,7,18,exams/2020G.pdf#page=7,textbooks/hoken1-seiho_10.pdf#page=33,exams/2020G.pdf#page=18,
2021-Q1(1),2021,第Ⅰ部,問題1,(1),5,アセット・シェア実務基準の正誤訂正,正誤訂正,時価／代表契約／事業費／初期値負値／直近実績／巨大リスク除外,知識型,アセット・シェア,3,S,hoken1-seiho_03.pdf,第3章 アセット・シェア ＞ 3.1.1 定義 ＞ 3.2 アセット・シェア計算の原理,3.3 アセット・シェアの活用／保険計理人実務基準23～25条,実務基準の文言差し替え問題としてチェック。,5,3-1,2021G.pdf,p.1,1,6,exams/2021G.pdf#page=1,textbooks/hoken1-seiho_03.pdf#page=5,exams/2021G.pdf#page=6,
2021-Q1(2),2021,第Ⅰ部,問題1,(2),5,団体生命保険の配当清算法,語句記入,信頼度／損失限度／小さい／異常危険／危険賦課金／Carry Forward,知識型,団体生命保険,3,S,hoken1-seiho_06.pdf,第6章 団体生命保険 ＞ 6.6.4 配当清算法,6.6.3 経験料率／6.6 団体生命保険の数理,プール方式・剰余金計算式・累積赤字対応を暗記。,24,6-20,2021G.pdf,p.1-2,1,6,exams/2021G.pdf#page=1,textbooks/hoken1-seiho_06.pdf#page=24,exams/2021G.pdf#page=6,
2021-Q1(3),2021,第Ⅰ部,問題1,(3),5,契約者価額・MVAの監督指針,語句記入,投資上の損失／MVA／金利変動／取引費用／リスク管理,知識型,解約・契約者価額,3,A,hoken1-seiho_02.pdf,第2章 解約および解約返戻金 ＞ 2.5.3 市場価格調整（Market Value Adjustment）,2.5 契約者の合理的な期待／2.6 解約リスク,MVA係数の合理性・契約者不利益の観点で整理。,30,2-24,2021G.pdf,p.2,2,6,exams/2021G.pdf#page=2,textbooks/hoken1-seiho_02.pdf#page=30,exams/2021G.pdf#page=6,
2021-Q1(4),2021,第Ⅰ部,問題1,(4),4,転換制度,列挙,保険料積立金／据置給付金／配当積立残高／契約日／基礎率／特別条件,知識型,解約・契約者価額,2,B,hoken1-seiho_02.pdf,第2章 解約および解約返戻金 ＞ 2.9 解約返戻金および解約率の設定とアクチュアリーの職務倫理,2.2 解約返戻金の定義・法規／2.5 契約者の合理的な期待,転換価格の構成と引継ぎ要素を列挙できるように。,48,2-42,2021G.pdf,p.2,2,6,exams/2021G.pdf#page=2,textbooks/hoken1-seiho_02.pdf#page=48,exams/2021G.pdf#page=6,
2021-Q1(5),2021,第Ⅰ部,問題1,(5),5,自動再保険と任意再保険,説明,自動再保険／任意再保険／出再義務／受再義務／査定判断,知識型,再保険,2,S,hoken1-seiho_08.pdf,第8章 再保険 ＞ 8.2.2 自動再保険・任意再保険,8.2 再保険の方式／8.1.2 目的,自動・任意の違いを契約実務と引受判断で説明。,11,8-7,2021G.pdf,p.2,2,6,exams/2021G.pdf#page=2,textbooks/hoken1-seiho_08.pdf#page=11,exams/2021G.pdf#page=6,
2021-Q1(6),2021,第Ⅰ部,問題1,(6),6,商品毎収益検証の確率論的手法,説明,確率論的手法／シナリオ分布／テイルリスク／計算負荷／説明可能性／極端シナリオ,知識型,商品毎収益検証,3,S,hoken1-seiho_10.pdf,第10章 商品毎収益検証 ＞ 10.3 商品毎収益検証に用いるシナリオの設定,10.3.2 最も確からしいシナリオの設定／確率論的手法,確率論的手法のメリット・デメリットを短く整理。,12,10-6,2021G.pdf,p.2,2,6,exams/2021G.pdf#page=2,textbooks/hoken1-seiho_10.pdf#page=12,exams/2021G.pdf#page=6,
2021-Q2(1),2021,第Ⅰ部,問題2,(1),10,第三分野標準生命表2018の作成過程,説明,第21回生命表／死亡保障付加から単品化／死亡率改善／補整前死亡率／安全割増,知識型,死亡率・標準生命表,4,S,hoken1-seiho_07.pdf,第7章 医療保険 ＞ 付録4 第三分野標準生命表2018の作成概要,7.7 保険計理人の機能強化／7.4 医療保険の保険料計算,2007からの変更点・理由までセットで。,54,7-50,2021G.pdf,p.3,3,7,exams/2021G.pdf#page=3,textbooks/hoken1-seiho_07.pdf#page=54,exams/2021G.pdf#page=7,
2021-Q2(2),2021,第Ⅰ部,問題2,(2),10,低・無解約返戻金型商品,説明,低金利／保険料低廉化／解約返戻金抑制／契約者理解／払済保険／公平性,複合型,解約・契約者価額,4,S,hoken1-seiho_02.pdf,第2章 解約および解約返戻金 ＞ 2.5.2 低・無解約返戻金型商品,2.5 契約者の合理的な期待／2.9 契約者価額・職務倫理,背景・契約者理解・払済不可理由を分けて答案化。,27,2-21,2021G.pdf,p.3,3,8,exams/2021G.pdf#page=3,textbooks/hoken1-seiho_02.pdf#page=27,exams/2021G.pdf#page=8,
2021-Q3(1)①,2021,第Ⅱ部,問題3,(1)①,4,第三分野商品の予定発生率基礎データ,説明,自社データ／公共データ／選択効果／販売チャネル／信頼性／データ量,知識型,第三分野・医療,3,A,hoken1-seiho_07.pdf,第7章 医療保険 ＞ 7.4.1.4 予定発生率および予定入院日数などの設定の留意点,7.4 医療保険の保険料計算／7.7 保険計理人の機能強化,自社データと公共データのメリデメを表で整理。,20,7-16,2021G.pdf,p.4,4,9,exams/2021G.pdf#page=4,textbooks/hoken1-seiho_07.pdf#page=20,exams/2021G.pdf#page=9,
2021-Q3(1)②,2021,第Ⅱ部,問題3,(1)②,21,認知症保険の開発,所見論述,認知症定義／公的介護制度／待期間／有期払込・終身／基礎データ／長期トレンド／再保険／モニタリング,所見型,第三分野・医療,5,S,hoken1-seiho_07.pdf,第7章 医療保険 ＞ 7.3 医療保険の主な保障内容 ＞ 7.4.1.4 予定発生率等の設定の留意点,7.6 基礎率変更権の取扱い／第4章 4.3 商品設計,認知症保険は商品設計・基礎率・リスク管理で答案構成。,20,7-16,2021G.pdf,p.4,4,9,exams/2021G.pdf#page=4,textbooks/hoken1-seiho_07.pdf#page=20,exams/2021G.pdf#page=9,
2021-Q3(2)①,2021,第Ⅱ部,問題3,(2)①,4,個人年金保険の年金支払種類,列挙・説明,確定年金／終身年金／有期年金／保証期間付／給付事由／年金現価,知識型,年金・長寿,2,A,hoken1-seiho_04.pdf,第4章 生命保険の商品開発 ＞ 4.3.1 保険給付等の詳細設計 ＞ 年金給付の設計,4.1.2 顧客に選ばれること／4.1.3 公平性の確保,年金種類の給付設計・リスク特性を整理。,26,4-23,2021G.pdf,p.5,5,13,exams/2021G.pdf#page=5,textbooks/hoken1-seiho_04.pdf#page=26,exams/2021G.pdf#page=13,
2021-Q3(2)②,2021,第Ⅱ部,問題3,(2)②,21,一時払個人年金保険の販売再開,所見論述,金利上昇／MVA／予定利率／年金支払種類／長寿リスク／競合優位／ALM／外貨建・変額年金,所見型,年金・長寿,5,S,hoken1-seiho_04.pdf,第4章 生命保険の商品開発 ＞ 4.1.1 不確実性の下での財務健全性・収益性 ＞ 4.4.8 資産運用・ALM,第1章 1.4.3 予定利率／第10章 10.3 金利シナリオ,販売再開はALM・予定利率・収益性・顧客ニーズで論述。,6,4-3,2021G.pdf,p.5,5,13,exams/2021G.pdf#page=5,textbooks/hoken1-seiho_04.pdf#page=6,exams/2021G.pdf#page=13,
2022-Q1(1),2022,第Ⅰ部,問題1,(1),5,保険業法施行規則第10条・算出方法書,語句記入,算出方法書／116条／契約者価額／未収保険料／保険期間,知識型,法令・基礎書類,2,A,hoken1-seiho_04.pdf,第4章 生命保険の商品開発 ＞ 参考：商品開発に関連する基礎書類 ＞ 算出方法書,4.4.10 法令等／保険業法施行規則第10条,算出方法書の記載事項を原文ベースで暗記。,54,4-51,2022G.pdf,p.1,1,9,exams/2022G.pdf#page=1,textbooks/hoken1-seiho_04.pdf#page=54,exams/2022G.pdf#page=9,
2022-Q1(2),2022,第Ⅰ部,問題1,(2),4,アセット・シェアの定義,語句記入,キャッシュフロー／解約失効率／正味資産／貢献度,知識型,アセット・シェア,2,S,hoken1-seiho_03.pdf,第3章 アセット・シェア ＞ 3.1.1 アセット・シェアの定義,3.2.2 アセット・シェアの算式,定義文の穴埋め対策。,5,3-1,2022G.pdf,p.1,1,9,exams/2022G.pdf#page=1,textbooks/hoken1-seiho_03.pdf#page=5,exams/2022G.pdf#page=9,
2022-Q1(3),2022,第Ⅰ部,問題1,(3),4,第三分野ストレステスト・IBNR,正誤訂正,認可申請／99%／負債十分性テスト／入院責任準備金／IBNR,知識型,第三分野・医療,3,A,hoken1-seiho_07.pdf,第7章 医療保険 ＞ 7.7 保険計理人の機能強化 ＞ 第三分野ストレステスト,7.6 基礎率変更権の取扱い／7.4 医療保険の保険料計算,ストレステストとIBNRの定義を区別。,34,7-30,2022G.pdf,p.2,2,9,exams/2022G.pdf#page=2,textbooks/hoken1-seiho_07.pdf#page=34,exams/2022G.pdf#page=9,
2022-Q1(4),2022,第Ⅰ部,問題1,(4),4,変額年金保険のプライシングとヘッジ,語句記入,特別勘定／ヘッジ対象／テイル／アウトオブザマネー／最低保証費用率,知識型,変額年金,3,S,hoken1-seiho_05.pdf,第5章 変額年金保険 ＞ 5.2 最低保証リスクの基本的構造 ＞ 5.3 数理の基本的な考え方,5.5 リスク管理とヘッジ,最低保証費用率・ベーシスリスク・テイルヘッジを確認。,9,5-5,2022G.pdf,p.2,2,9,exams/2022G.pdf#page=2,textbooks/hoken1-seiho_05.pdf#page=9,exams/2022G.pdf#page=9,
2022-Q1(5),2022,第Ⅰ部,問題1,(5),4,団体定期保険の優良団体割引制度,計算,優良団体割引率／経験死亡率／標準正規分布／信頼区間,計算型,団体生命保険,3,S,hoken1-seiho_06.pdf,第6章 団体生命保険 ＞ 6.6.3 経験料率 ＞ 優良団体割引制度,6.6 団体生命保険の数理,信頼区間と割引率計算の型を演習。,21,6-17,2022G.pdf,p.3,3,9,exams/2022G.pdf#page=3,textbooks/hoken1-seiho_06.pdf#page=21,exams/2022G.pdf#page=9,
2022-Q1(6ア),2022,第Ⅰ部,問題1,(6ア),3,主な死因別死亡率の年次推移,図表読解,がん／心臓病／脳卒中／年齢調整前死亡率,計算型,死亡率・標準生命表,2,B,hoken1-seiho_01.pdf,第1章 営業保険料 ＞ 1.4.1 予定死亡率・予定給付発生率等,第7章 付録：標準生命表／死亡率統計,死因別死亡率は標準生命表周辺知識として確認。,9,1-7,2022G.pdf,p.4,4,9,exams/2022G.pdf#page=4,textbooks/hoken1-seiho_01.pdf#page=9,exams/2022G.pdf#page=9,
2022-Q1(6イ),2022,第Ⅰ部,問題1,(6イ),1,月払営業保険料の計算,計算,月払営業保険料／予定死亡率／予定利率／予定事業費／Equation type,計算型,営業保険料・基礎率,4,A,hoken1-seiho_01.pdf,第1章 営業保険料 ＞ 1.3 営業保険料の計算方法 ＞ 1.3.1 Equation type,1.4 営業保険料の構成要素（計算基礎率）,月払・年度末支払の保険料計算を生命保険数学と接続。,7,1-5,2022G.pdf,p.5,5,9,exams/2022G.pdf#page=5,textbooks/hoken1-seiho_01.pdf#page=7,exams/2022G.pdf#page=9,
2022-Q2(1ア),2022,第Ⅰ部,問題2,(1ア),4,解約益リスクと継続リスク,説明,解約益リスク／継続リスク／過去に起因／将来に向けたリスク／定期保険,知識型,解約・契約者価額,3,S,hoken1-seiho_02.pdf,第2章 解約および解約返戻金 ＞ 2.6 解約リスク ＞ 2.7 資産運用の観点からみた解約,2.6.1 解約益／2.6.3 動的解約率,解約益リスクと継続リスクを収益認識の時間軸で整理。,32,2-26,2022G.pdf,p.6,6,9,exams/2022G.pdf#page=6,textbooks/hoken1-seiho_02.pdf#page=32,exams/2022G.pdf#page=9,
2022-Q2(1イ),2022,第Ⅰ部,問題2,(1イ),5,負値責任準備金,説明,負値責任準備金／予定解約率不使用／危険保険料逓減／第三分野／解約返戻金・契約者間公平性,知識型,営業保険料・基礎率,4,A,hoken1-seiho_01.pdf,第1章 営業保険料 ＞ 1.2.3 その他 ＞ 標準責任準備金制度との関係,1.4 営業保険料の構成要素（計算基礎率）,負値責任準備金は標準責任準備金との関係で説明。,5,1-3,2022G.pdf,p.6,6,10,exams/2022G.pdf#page=6,textbooks/hoken1-seiho_01.pdf#page=5,exams/2022G.pdf#page=10,
2022-Q2(2),2022,第Ⅰ部,問題2,(2),8,商品毎収益検証のモデルポイント・バリデーション,説明,モデルポイント／代表性／網羅性／ヴァリデーション／誤差分析／実務負荷,知識型,商品毎収益検証,3,S,hoken1-seiho_10.pdf,第10章 商品毎収益検証 ＞ 10.8 契約内容の検証 ＞ モデルポイント,10.10 モデルの検証／10.3 シナリオ設定,モデルポイントとバリデーションの目的を説明。,51,10-45,2022G.pdf,p.6,6,11,exams/2022G.pdf#page=6,textbooks/hoken1-seiho_10.pdf#page=51,exams/2022G.pdf#page=11,
2022-Q2(3),2022,第Ⅰ部,問題2,(3),8,再保険を活用した競争的保険料率,説明,再保険会社ノウハウ／大数の法則／プール効果／再保険料率／カウンターパーティーリスク／依存度,複合型,再保険,4,S,hoken1-seiho_08.pdf,第8章 再保険 ＞ 8.1.2 目的 ＞ 再保険料率をもとに競争的な元受料率を提供する,8.4 再保険と類似の機能,再保険活用の非伝統的目的も含める。,6,8-2,2022G.pdf,p.6,6,12,exams/2022G.pdf#page=6,textbooks/hoken1-seiho_08.pdf#page=6,exams/2022G.pdf#page=12,
2022-Q3(1ア),2022,第Ⅱ部,問題3,(1ア),5,事後モニタリングと医療保険フォローアップ,説明,事後モニタリング／改善アクション／PDCA／発生率／収益性／医療技術変化,知識型,商品開発・モニタリング,3,S,hoken1-seiho_04.pdf,第4章 生命保険の商品開発 ＞ 4.2.4 事後モニタリングと改善アクション,4.4.7 保険金・給付金／7.4 医療保険の保険料計算,発売後フォローアップの観点を列挙。,22,4-19,2022G.pdf,p.7,7,14,exams/2022G.pdf#page=7,textbooks/hoken1-seiho_04.pdf#page=22,exams/2022G.pdf#page=14,
2022-Q3(1イ),2022,第Ⅱ部,問題3,(1イ),20,無配当医療保険の収益性低下と改善アクション,所見論述,危険差損／感染症／低価格戦略／発生率見直し／販売停止・料率改定／商品改定／営業政策,所見型,第三分野・医療,5,S,hoken1-seiho_07.pdf,第7章 医療保険 ＞ 7.4 医療保険の保険料計算 ＞ 7.5 保険会社の医療保障支払動向,第4章 4.2.4 事後モニタリング／第10章 10.9 指標,収益悪化要因→改善アクション→副作用で骨子化。,17,7-13,2022G.pdf,p.7-8,7,14,exams/2022G.pdf#page=7,textbooks/hoken1-seiho_07.pdf#page=17,exams/2022G.pdf#page=14,
2022-Q3(2ア),2022,第Ⅱ部,問題3,(2ア),6,米ドル建一時払終身保険の標準利率,説明,米国通貨建／対象利率／安全率係数／標準利率／告示48号／参照金利,知識型,営業保険料・基礎率,4,S,hoken1-seiho_01.pdf,第1章 営業保険料 ＞ 1.4.3 予定利率,1.2.3 その他（標準責任準備金制度との関係）,外貨建商品の標準利率・予定利率の違いを確認。,13,1-11,2022G.pdf,p.8,8,19,exams/2022G.pdf#page=8,textbooks/hoken1-seiho_01.pdf#page=13,exams/2022G.pdf#page=19,
